timestamp,value
2026-06-08T00:00:00Z,21
2026-06-08T06:00:00Z,21
2026-06-08T12:00:00Z,21
2026-06-08T18:00:00Z,21
2026-06-09T00:00:00Z,21
2026-06-09T06:00:00Z,21
2026-06-09T12:00:00Z,21
2026-06-09T18:00:00Z,21
2026-06-10T00:00:00Z,21
2026-06-10T06:00:00Z,21
2026-06-10T12:00:00Z,21
2026-06-10T18:00:00Z,21
2026-06-11T00:00:00Z,21
2026-06-11T06:00:00Z,21
2026-06-11T12:00:00Z,21
2026-06-11T18:00:00Z,21
2026-06-12T00:00:00Z,21
2026-06-12T06:00:00Z,21
2026-06-12T09:55:00Z,24
2026-06-12T09:56:00Z,29
2026-06-12T09:57:00Z,34
2026-06-12T09:58:00Z,40
2026-06-12T09:59:00Z,45
2026-06-12T10:00:00Z,50
2026-06-12T10:01:00Z,50
2026-06-12T10:02:00Z,50
2026-06-12T10:03:00Z,50
2026-06-12T10:04:00Z,50
2026-06-12T10:05:00Z,50
2026-06-12T10:06:00Z,50
2026-06-12T10:07:00Z,50
2026-06-12T10:08:00Z,50
2026-06-12T10:09:00Z,50
2026-06-12T10:10:00Z,50
2026-06-12T10:11:00Z,50
2026-06-12T10:12:00Z,50
2026-06-12T10:13:00Z,50
2026-06-12T10:14:00Z,50
2026-06-12T10:15:00Z,50
2026-06-12T10:16:00Z,50
2026-06-12T10:17:00Z,50
2026-06-12T10:18:00Z,50
2026-06-12T10:19:00Z,50
2026-06-12T10:20:00Z,50
2026-06-12T10:21:00Z,50
2026-06-12T10:22:00Z,50
2026-06-12T10:23:00Z,50
2026-06-12T10:24:00Z,50
2026-06-12T10:25:00Z,50
2026-06-12T10:26:00Z,50
2026-06-12T10:27:00Z,50
2026-06-12T10:28:00Z,50
2026-06-12T10:29:00Z,50
2026-06-12T10:30:00Z,50
2026-06-12T10:31:00Z,50
2026-06-12T10:32:00Z,50
2026-06-12T10:33:00Z,50
2026-06-12T10:34:00Z,50
2026-06-12T10:35:00Z,50
2026-06-12T10:36:00Z,50
2026-06-12T10:37:00Z,50
2026-06-12T10:38:00Z,50
2026-06-12T10:39:00Z,50
2026-06-12T10:40:00Z,50
2026-06-12T10:41:00Z,45
2026-06-12T10:42:00Z,39
2026-06-12T10:43:00Z,34
2026-06-12T10:44:00Z,28
2026-06-12T10:45:00Z,23
2026-06-12T12:00:00Z,21
2026-06-12T18:00:00Z,21
2026-06-13T00:00:00Z,21
2026-06-13T06:00:00Z,21
2026-06-13T12:00:00Z,21
2026-06-13T18:00:00Z,21
2026-06-14T00:00:00Z,21
2026-06-14T06:00:00Z,21
2026-06-14T12:00:00Z,21
2026-06-14T18:00:00Z,21
2026-06-15T00:00:00Z,21
2026-06-15T06:00:00Z,21
2026-06-15T12:00:00Z,21
2026-06-15T18:00:00Z,21
2026-06-16T00:00:00Z,21
2026-06-16T06:00:00Z,21
2026-06-16T12:00:00Z,21
2026-06-16T14:44:00Z,24
2026-06-16T14:45:00Z,33
2026-06-16T14:46:00Z,41
2026-06-16T14:47:00Z,50
2026-06-16T14:48:00Z,50
2026-06-16T14:49:00Z,50
2026-06-16T14:50:00Z,50
2026-06-16T14:51:00Z,50
2026-06-16T14:52:00Z,50
2026-06-16T14:53:00Z,50
2026-06-16T14:54:00Z,50
2026-06-16T14:55:00Z,50
2026-06-16T14:56:00Z,50
2026-06-16T14:57:00Z,50
2026-06-16T14:58:00Z,50
2026-06-16T14:59:00Z,50
2026-06-16T15:00:00Z,50
2026-06-16T15:01:00Z,50
2026-06-16T15:02:00Z,50
2026-06-16T15:03:00Z,50
2026-06-16T15:04:00Z,50
2026-06-16T15:05:00Z,50
2026-06-16T15:06:00Z,50
2026-06-16T15:07:00Z,50
2026-06-16T15:08:00Z,50
2026-06-16T15:09:00Z,50
2026-06-16T15:10:00Z,50
2026-06-16T15:11:00Z,50
2026-06-16T15:12:00Z,50
2026-06-16T15:13:00Z,50
2026-06-16T15:14:00Z,50
2026-06-16T15:15:00Z,50
2026-06-16T15:16:00Z,50
2026-06-16T15:17:00Z,50
2026-06-16T15:18:00Z,50
2026-06-16T15:19:00Z,50
2026-06-16T15:20:00Z,50
2026-06-16T15:21:00Z,50
2026-06-16T15:22:00Z,50
2026-06-16T15:23:00Z,50
2026-06-16T15:24:00Z,50
2026-06-16T15:25:00Z,50
2026-06-16T15:26:00Z,50
2026-06-16T15:27:00Z,50
2026-06-16T15:28:00Z,50
2026-06-16T15:29:00Z,50
2026-06-16T15:30:00Z,50
2026-06-16T15:31:00Z,47
2026-06-16T15:32:00Z,44
2026-06-16T15:33:00Z,42
2026-06-16T15:34:00Z,39
2026-06-16T15:35:00Z,36
2026-06-16T15:36:00Z,33
2026-06-16T15:37:00Z,30
2026-06-16T15:38:00Z,28
2026-06-16T15:39:00Z,25
2026-06-16T15:40:00Z,22
2026-06-16T18:00:00Z,21
