timestamp,value
2026-06-08T00:00:00Z,0
2026-06-08T06:00:00Z,0
2026-06-08T12:00:00Z,0
2026-06-08T18:00:00Z,0
2026-06-09T00:00:00Z,0
2026-06-09T06:00:00Z,0
2026-06-09T12:00:00Z,0
2026-06-09T18:00:00Z,0
2026-06-10T00:00:00Z,0
2026-06-10T06:00:00Z,0
2026-06-10T12:00:00Z,0
2026-06-10T18:00:00Z,0
2026-06-11T00:00:00Z,0
2026-06-11T06:00:00Z,0
2026-06-11T12:00:00Z,0
2026-06-11T18:00:00Z,0
2026-06-12T00:00:00Z,0
2026-06-12T06:00:00Z,0
2026-06-12T12:00:00Z,0
2026-06-12T18:00:00Z,0
2026-06-13T00:00:00Z,0
2026-06-13T06:00:00Z,0
2026-06-13T12:00:00Z,0
2026-06-13T18:00:00Z,0
2026-06-14T00:00:00Z,0
2026-06-14T06:00:00Z,0
2026-06-14T12:00:00Z,0
2026-06-14T18:00:00Z,0
2026-06-15T00:00:00Z,0
2026-06-15T06:00:00Z,0
2026-06-15T12:00:00Z,0
2026-06-15T18:00:00Z,0
2026-06-16T00:00:00Z,0
2026-06-16T06:00:00Z,0
2026-06-16T12:00:00Z,0
2026-06-16T14:44:00Z,0
2026-06-16T14:45:00Z,0
2026-06-16T14:46:00Z,64
2026-06-16T14:47:00Z,335
2026-06-16T14:48:00Z,359
2026-06-16T14:49:00Z,403
2026-06-16T14:50:00Z,480
2026-06-16T14:51:00Z,507
2026-06-16T14:52:00Z,501
2026-06-16T14:53:00Z,474
2026-06-16T14:54:00Z,468
2026-06-16T14:55:00Z,495
2026-06-16T14:56:00Z,522
2026-06-16T14:57:00Z,516
2026-06-16T14:58:00Z,489
2026-06-16T14:59:00Z,483
2026-06-16T15:00:00Z,510
2026-06-16T15:01:00Z,536
2026-06-16T15:02:00Z,529
2026-06-16T15:03:00Z,501
2026-06-16T15:04:00Z,494
2026-06-16T15:05:00Z,520
2026-06-16T15:06:00Z,546
2026-06-16T15:07:00Z,539
2026-06-16T15:08:00Z,511
2026-06-16T15:09:00Z,504
2026-06-16T15:10:00Z,530
2026-06-16T15:11:00Z,556
2026-06-16T15:12:00Z,549
2026-06-16T15:13:00Z,521
2026-06-16T15:14:00Z,514
2026-06-16T15:15:00Z,540
2026-06-16T15:16:00Z,561
2026-06-16T15:17:00Z,549
2026-06-16T15:18:00Z,517
2026-06-16T15:19:00Z,506
2026-06-16T15:20:00Z,527
2026-06-16T15:21:00Z,548
2026-06-16T15:22:00Z,536
2026-06-16T15:23:00Z,504
2026-06-16T15:24:00Z,492
2026-06-16T15:25:00Z,513
2026-06-16T15:26:00Z,534
2026-06-16T15:27:00Z,523
2026-06-16T15:28:00Z,491
2026-06-16T15:29:00Z,479
2026-06-16T15:30:00Z,500
2026-06-16T15:31:00Z,438
2026-06-16T15:32:00Z,375
2026-06-16T15:33:00Z,312
2026-06-16T15:34:00Z,250
2026-06-16T15:35:00Z,188
2026-06-16T15:36:00Z,125
2026-06-16T15:37:00Z,62
2026-06-16T15:38:00Z,0
2026-06-16T15:39:00Z,0
2026-06-16T15:40:00Z,0
2026-06-16T18:00:00Z,0
