timestamp,value
2026-06-08T00:00:00Z,120
2026-06-08T06:00:00Z,120
2026-06-08T12:00:00Z,120
2026-06-08T18:00:00Z,120
2026-06-09T00:00:00Z,120
2026-06-09T06:00:00Z,120
2026-06-09T12:00:00Z,120
2026-06-09T18:00:00Z,120
2026-06-10T00:00:00Z,120
2026-06-10T06:00:00Z,120
2026-06-10T12:00:00Z,120
2026-06-10T18:00:00Z,120
2026-06-11T00:00:00Z,120
2026-06-11T06:00:00Z,163
2026-06-11T12:00:00Z,197
2026-06-11T18:00:00Z,230
2026-06-12T00:00:00Z,264
2026-06-12T06:00:00Z,297
2026-06-12T12:00:00Z,331
2026-06-12T18:00:00Z,364
2026-06-13T00:00:00Z,398
2026-06-13T06:00:00Z,431
2026-06-13T12:00:00Z,465
2026-06-13T18:00:00Z,498
2026-06-14T00:00:00Z,532
2026-06-14T06:00:00Z,362
2026-06-14T12:00:00Z,450
2026-06-14T18:00:00Z,538
2026-06-15T00:00:00Z,626
2026-06-15T06:00:00Z,699
2026-06-15T12:00:00Z,733
2026-06-15T18:00:00Z,766
2026-06-16T00:00:00Z,800
2026-06-16T06:00:00Z,833
2026-06-16T12:00:00Z,867
2026-06-16T18:00:00Z,900
