timestamp,value
2026-06-08T00:00:00Z,55
2026-06-08T06:00:00Z,68
2026-06-08T12:00:00Z,55
2026-06-08T18:00:00Z,68
2026-06-09T00:00:00Z,55
2026-06-09T06:00:00Z,68
2026-06-09T12:00:00Z,55
2026-06-09T18:00:00Z,68
2026-06-10T00:00:00Z,55
2026-06-10T06:00:00Z,68
2026-06-10T12:00:00Z,55
2026-06-10T18:00:00Z,68
2026-06-11T00:00:00Z,55
2026-06-11T06:00:00Z,68
2026-06-11T12:00:00Z,55
2026-06-11T18:00:00Z,68
2026-06-12T00:00:00Z,55
2026-06-12T06:00:00Z,68
2026-06-12T12:00:00Z,55
2026-06-12T18:00:00Z,68
2026-06-13T00:00:00Z,55
2026-06-13T06:00:00Z,68
2026-06-13T12:00:00Z,55
2026-06-13T18:00:00Z,68
2026-06-14T00:00:00Z,55
2026-06-14T06:00:00Z,68
2026-06-14T12:00:00Z,55
2026-06-14T18:00:00Z,68
2026-06-15T00:00:00Z,55
2026-06-15T06:00:00Z,68
2026-06-15T12:00:00Z,55
2026-06-15T16:00:00Z,69
2026-06-15T16:01:00Z,70
2026-06-15T16:02:00Z,71
2026-06-15T16:03:00Z,73
2026-06-15T16:04:00Z,74
2026-06-15T16:05:00Z,76
2026-06-15T16:06:00Z,77
2026-06-15T16:07:00Z,79
2026-06-15T16:08:00Z,80
2026-06-15T16:09:00Z,82
2026-06-15T16:10:00Z,57
2026-06-15T16:11:00Z,58
2026-06-15T16:12:00Z,60
2026-06-15T16:13:00Z,61
2026-06-15T16:14:00Z,63
2026-06-15T16:15:00Z,64
2026-06-15T16:16:00Z,66
2026-06-15T16:17:00Z,67
2026-06-15T16:18:00Z,69
2026-06-15T16:19:00Z,70
2026-06-15T16:20:00Z,71
2026-06-15T16:21:00Z,73
2026-06-15T16:22:00Z,81
2026-06-15T16:23:00Z,76
2026-06-15T16:24:00Z,77
2026-06-15T16:25:00Z,79
2026-06-15T16:26:00Z,80
2026-06-15T16:27:00Z,82
2026-06-15T16:28:00Z,57
2026-06-15T16:29:00Z,58
2026-06-15T16:30:00Z,60
2026-06-15T16:31:00Z,61
2026-06-15T16:32:00Z,63
2026-06-15T16:33:00Z,64
2026-06-15T16:34:00Z,66
2026-06-15T16:35:00Z,67
2026-06-15T16:36:00Z,69
2026-06-15T16:37:00Z,70
2026-06-15T16:38:00Z,71
2026-06-15T16:39:00Z,73
2026-06-15T16:40:00Z,74
2026-06-15T16:41:00Z,76
2026-06-15T16:42:00Z,77
2026-06-15T16:43:00Z,79
2026-06-15T16:44:00Z,80
2026-06-15T16:45:00Z,82
2026-06-15T16:46:00Z,57
2026-06-15T16:47:00Z,58
2026-06-15T16:48:00Z,60
2026-06-15T16:49:00Z,61
2026-06-15T16:50:00Z,63
2026-06-15T16:51:00Z,64
2026-06-15T16:52:00Z,66
2026-06-15T16:53:00Z,67
2026-06-15T16:54:00Z,69
2026-06-15T16:55:00Z,70
2026-06-15T16:56:00Z,71
2026-06-15T18:00:00Z,68
2026-06-16T00:00:00Z,55
2026-06-16T06:00:00Z,68
2026-06-16T12:00:00Z,55
2026-06-16T18:00:00Z,68
