timestamp,value
2026-06-08T00:00:00Z,43
2026-06-08T06:00:00Z,43
2026-06-08T12:00:00Z,43
2026-06-08T18:00:00Z,43
2026-06-09T00:00:00Z,43
2026-06-09T06:00:00Z,43
2026-06-09T12:00:00Z,43
2026-06-09T18:00:00Z,43
2026-06-10T00:00:00Z,43
2026-06-10T06:00:00Z,43
2026-06-10T12:00:00Z,43
2026-06-10T18:00:00Z,43
2026-06-11T00:00:00Z,43
2026-06-11T06:00:00Z,46
2026-06-11T12:00:00Z,48
2026-06-11T18:00:00Z,49
2026-06-12T00:00:00Z,51
2026-06-12T06:00:00Z,53
2026-06-12T12:00:00Z,55
2026-06-12T18:00:00Z,57
2026-06-13T00:00:00Z,59
2026-06-13T06:00:00Z,60
2026-06-13T12:00:00Z,62
2026-06-13T18:00:00Z,64
2026-06-14T00:00:00Z,66
2026-06-14T06:00:00Z,48
2026-06-14T12:00:00Z,55
2026-06-14T18:00:00Z,62
2026-06-15T00:00:00Z,69
2026-06-15T06:00:00Z,75
2026-06-15T12:00:00Z,77
2026-06-15T18:00:00Z,79
2026-06-16T00:00:00Z,81
2026-06-16T06:00:00Z,82
2026-06-16T12:00:00Z,84
2026-06-16T18:00:00Z,86
